CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
Metropolitan Statistical Area
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",3883422
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",20988818
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",4579776
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",7839424
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",14969717
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",12140698
43900,"Spartanburg, SC (Metropolitan Statistical Area)",11267315
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",20353902
44100,"Springfield, IL (Metropolitan Statistical Area)",10177083
44140,"Springfield, MA (Metropolitan Statistical Area)",28120565
44180,"Springfield, MO (Metropolitan Statistical Area)",16406511
44220,"Springfield, OH (Metropolitan Statistical Area)",4025088
44300,"State College, PA (Metropolitan Statistical Area)",7043235
44420,"Staunton, VA (Metropolitan Statistical Area) *",4897873
44700,"Stockton, CA (Metropolitan Statistical Area)",22783980
44940,"Sumter, SC (Metropolitan Statistical Area)",3996108
45060,"Syracuse, NY (Metropolitan Statistical Area)",34078440
45220,"Tallahassee, FL (Metropolitan Statistical Area)",14714381
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",119867616
45460,"Terre Haute, IN (Metropolitan Statistical Area)",7061264
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",5267511
45540,"The Villages, FL (Metropolitan Statistical Area)",1892292
45780,"Toledo, OH (Metropolitan Statistical Area)",30757447
45820,"Topeka, KS (Metropolitan Statistical Area)",9582009
45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",26519270
46060,"Tucson, AZ (Metropolitan Statistical Area)",36033235
46140,"Tulsa, OK (Metropolitan Statistical Area)",43360892
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",9960821
46300,"Twin Falls, ID (Metropolitan Statistical Area)",3560212
46340,"Tyler, TX (Metropolitan Statistical Area)",9563274
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",52901544
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",11634997
46660,"Valdosta, GA (Metropolitan Statistical Area)",4652276
46700,"Vallejo, CA (Metropolitan Statistical Area)",18160240
47020,"Victoria, TX (Metropolitan Statistical Area)",4421434
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",5800626
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",85325916
47300,"Visalia, CA (Metropolitan Statistical Area)",13544945
47380,"Waco, TX (Metropolitan Statistical Area)",9300696
47460,"Walla Walla, WA (Metropolitan Statistical Area)",2587558
47580,"Warner Robins, GA (Metropolitan Statistical Area)",6435668
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",438471495
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",8382845
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",6784111
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",7791790
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",5041716
48300,"Wenatchee, WA (Metropolitan Statistical Area)",4726576
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",6365073
48620,"Wichita, KS (Metropolitan Statistical Area)",28050050
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",5700084
48700,"Williamsport, PA (Metropolitan Statistical Area)",4625574
48900,"Wilmington, NC (Metropolitan Statistical Area)",11369537
